committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,cand_office_state,cand_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,election_type,election_type_full,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00448696,SENATE CONSERVATIVES FUND,2017,24,201706029055300257,24,1164695,SENATE CONSERVATIVES FUND,,,,PO BOX 388,,ALEXANDRIA,VA,223130388,IE-NORMAN-DONATION PROCESSING,2017-06-02 00:00:00,2017-06-02 00:00:00,24.65,1107.90,,,S,,,H8SC05158,"NORMAN, RALPH W JR",,RALPH,W,NORMAN,JR,H,SC,05,C00448696,,,,,,,O2017,SPECIAL GENERAL,"KILGORE, PAUL",2017-06-02 00:00:00,,,,,,PAUL,,KILGORE,E9D86F9C16CEB47DAABB,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060220171405965307,4060220171405973062,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706029055300257
C00000935,DCCC,2017,24,201706029055300259,24,1164697,"SCREEN STRATEGIES MEDIA, LLC",,,,11150 FAIRFAX BLVD,SUITE 505,FAIRFAX,VA,22030,MEDIA BUY,2017-05-30 00:00:00,2017-06-01 00:00:00,400000.00,4355222.01,004,Advertising Expenses ,O,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"SENA, DANIEL",2017-06-02 00:00:00,,,,,,DANIEL,,SENA,SE-960672,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060220171405965308,4060220171405973064,,,t,DATE OF DISSEMINATION: 06/01/17,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706029055300259
C00000935,DCCC,2017,24,201706029055300259,24,1164697,LEFT HOOK COMMUNICATIONS LLC,,,,2900 ABILENE DRIVE,,CHEVY CHASE,MD,20815,MEDIA BUY,2017-05-22 00:00:00,2017-06-01 00:00:00,240000.00,4355222.01,004,Advertising Expenses ,O,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"SENA, DANIEL",2017-06-02 00:00:00,,,,,,DANIEL,,SENA,SE-960224,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060220171405965308,4060220171405973066,,,t,DATE OF DISSEMINATION: 06/01/17,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706029055300259
C00495028,HOUSE MAJORITY PAC,2017,24,201706029055300106,24,1164684,ARDLEIGH GROUP LLC,,,,1725 I ST NW,STE 900,WASHINGTON,DC,200062420,CANVASSING - ESTIMATE,2017-06-01 00:00:00,2017-06-01 00:00:00,99955.64,199909.64,,,S,,,H8GA06195,"OSSOFF, JONATHAN T.",,JONATHAN,T.,OSSOFF,,H,GA,06,,,,,,,,O2017,SPECIAL RUNOFF,"LAPP, ALIXANDRIA",2017-06-02 00:00:00,,,,,,ALIXANDRIA,,LAPP,VN7GDA8EJ35,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060220171405965304,4060220171405973042,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706029055300106
C00504530,CONGRESSIONAL LEADERSHIP FUND,2017,24,201706069056314224,24,1164928,CAVALRY,,,,1634 EYE STREET NW,#800,WASHINGTON,DC,20006,MEDIA PLACEMENT,2017-06-05 00:00:00,2017-06-05 00:00:00,65000.00,3576390.74,004,Advertising Expenses ,O,,,,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"CROSBY, CALEB",2017-06-06 00:00:00,,,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425110,4060620171409432157,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314224
C00504530,CONGRESSIONAL LEADERSHIP FUND,2017,24,201706069056314224,24,1164928,CAVALRY,,,,1634 EYE STREET NW,#800,WASHINGTON,DC,20006,MEDIA PLACEMENT,2017-06-05 00:00:00,2017-06-05 00:00:00,25000.00,3601390.74,004,Advertising Expenses ,O,,,,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"CROSBY, CALEB",2017-06-06 00:00:00,,,,,,CALEB,,CROSBY,002,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425110,4060620171409432159,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314224
C00504530,CONGRESSIONAL LEADERSHIP FUND,2017,24,201706039055300836,24,1164736,FP1 STRATEGIES,,,,1826 JEFFERSON PL NW,,WASHINGTON,DC,20036,MEDIA PRODUCTION,2017-06-02 00:00:00,2017-06-02 00:00:00,95.00,3511390.74,004,Advertising Expenses ,O,,,,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"CROSBY, CALEB",2017-06-03 00:00:00,,,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358729,4060520171406363958,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706039055300836
C00544767,THE COMMITTEE TO DEFEND THE PRESIDENT,2017,48,201706059056298156,24,1164824,CONNELL DONATELLI INC.,,,,P.O. BOX 1877,,ALEXANDRIA,VA,22313,ONLINE VOTER CONTACT,2017-06-05 00:00:00,2017-06-03 00:00:00,2000.00,1029519.30,,,S,,,P80001571,"TRUMP, DONALD J",,DONALD,J,TRUMP,,P,,,,,,,,,,G2020,,"BACKER, DAN",2017-06-03 00:00:00,,,,,,DAN,,BACKER,SE24.101846,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358731,4060520171406364089,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059056298156
C00626390,NCLR ACTION PAC,2017,48,201706059055305741,24,1164802,PROFESSIONALS FOR NON-PROFITS,,,,515 MADISON AVE,,NEW YORK,NY,100225400,CANVASSING SERVICES 10/1-11/8,2016-10-01 00:00:00,2016-10-01 00:00:00,127756.19,318889.76,001,Administrative/Salary/Overhead Expenses ,S,X,,P00003392,"CLINTON, HILLARY",,HILLARY,,CLINTON,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKS1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364071,,,t,* AMOUNT AMENDED FROM ESTIMATE TO MATCH ACTUALS,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305741
C00626390,NCLR ACTION PAC,2017,48,201706059055305742,24,1164802,PROFESSIONALS FOR NON-PROFITS,,,,515 MADISON AVE,,NEW YORK,NY,100225400,CANVASSING SERVICES 10/1-11/8,2016-10-01 00:00:00,2016-10-01 00:00:00,134252.46,318889.76,001,Administrative/Salary/Overhead Expenses ,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKV7,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364073,,,t,* AMOUNT AMENDED FROM ESTIMATE TO MATCH ACTUALS,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305742
C00626390,NCLR ACTION PAC,2017,48,201706059055305738,24,1164802,"CARLIER, NATALIE",NATALIE,,CARLIER,790 NW 107TH AVE,,MIAMI,FL,331723130,REIMB: CANVASSING SUPPLIES; ULTIMATE PAYEE WAS TARGET & AFP GROUP,2016-10-01 00:00:00,2016-10-01 00:00:00,34.99,318889.76,006,Campaign Materials,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKK5,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364057,,,t,*,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305738
C00626390,NCLR ACTION PAC,2017,48,201706059055305738,24,1164802,ENTERPRISE,,,,PO BOX 402383,,ATLANTA,GA,303842383,CANVASS TRANSPORTATION,2016-10-01 00:00:00,2016-10-01 00:00:00,9575.26,318889.76,002,Travel Expenses,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMHK0,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364059,,,t,* AMOUNT AMENDED FROM ESTIMATE TO MATCH ACTUALS,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305738
C00626390,NCLR ACTION PAC,2017,48,201706059055305739,24,1164802,ENTERPRISE,,,,PO BOX 402383,,ATLANTA,GA,303842383,CANVASS TRANSPORTATION,2016-10-01 00:00:00,2016-10-01 00:00:00,9423.91,318889.76,002,Travel Expenses,S,X,,P00003392,"CLINTON, HILLARY",,HILLARY,,CLINTON,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMJ10,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364061,,,t,* AMOUNT AMENDED FROM ESTIMATE TO MATCH ACTUALS,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305739
C00626390,NCLR ACTION PAC,2017,48,201706059055305739,24,1164802,"MACK-SUMNER COMMUNICATIONS, LLC",,,,2001 N BEAUREGARD ST,STE 420,ALEXANDRIA,VA,223111750,CANVASS LITERATURE,2016-10-01 00:00:00,2016-10-01 00:00:00,11195.00,318889.76,006,Campaign Materials,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKM3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364063,,,t,* AMOUNT AMENDED FROM ESTIMATE TO MATCH ACTUALS,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305739
C00626390,NCLR ACTION PAC,2017,48,201706059055305740,24,1164802,NATIONAL COUNCIL OF LA RAZA,,,,1126 16TH ST NW,STE 600,WASHINGTON,DC,200364845,"ESTIMATED COST: SALARY, BENEFITS & OTHER CANVASS RELATED COST: 10/-11/8",2016-10-01 00:00:00,2016-10-01 00:00:00,26278.00,318889.76,001,Administrative/Salary/Overhead Expenses ,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKN1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364065,,,t,*,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305740
C00626390,NCLR ACTION PAC,2017,48,201706059055305740,24,1164802,NATIONAL COUNCIL OF LA RAZA,,,,1126 16TH ST NW,STE 600,WASHINGTON,DC,200364845,EQUIPMENT RENTAL - CANVASS,2016-10-01 00:00:00,2016-10-01 00:00:00,350.00,318889.76,001,Administrative/Salary/Overhead Expenses ,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKP9,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364067,,,t,*,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305740
C00626390,NCLR ACTION PAC,2017,48,201706059055305741,24,1164802,"NORDLUND, JARED",JARED,,NORDLUND,5449 S SEMORAN BLVD,STE 233,ORLANDO,FL,328221779,REIMB. PREPAID DEBIT CARD; ULTIMATE PAYEE WAS WALGREENS,2016-10-01 00:00:00,2016-10-01 00:00:00,23.95,318889.76,006,Campaign Materials,O,X,,P80001571,"TRUMP, DONALD J.",,DONALD J.,,TRUMP,,P,,,,,,,,,,G2016,,"GONZALEZ, LAWRENCE",2017-06-05 00:00:00,,,,,,LAWRENCE,,GONZALEZ,VSGF29WMKR3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060520171406358730,4060520171406364069,,,t,*,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706059055305741
C00504530,CONGRESSIONAL LEADERSHIP FUND,2017,24,201706069056314225,24,1164928,CAVALRY,,,,1634 EYE STREET NW,#800,WASHINGTON,DC,20006,MEDIA PLACEMENT,2017-06-05 00:00:00,2017-06-05 00:00:00,25000.00,3626390.74,004,Advertising Expenses ,S,,,,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"CROSBY, CALEB",2017-06-06 00:00:00,,,,,,CALEB,,CROSBY,003,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425110,4060620171409432161,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314225
C00000935,DCCC,2017,24,201706069056314272,24,1164930,"SCREEN STRATEGIES MEDIA, LLC",,,,11150 FAIRFAX BLVD,SUITE 505,FAIRFAX,VA,22030,MEDIA BUY,2017-06-02 00:00:00,2017-06-05 00:00:00,600000.00,4955222.01,004,Advertising Expenses ,O,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,,,,,,,,S2017,SPECIAL RUNOFF,"SENA, DANIEL",2017-06-06 00:00:00,,,,,,DANIEL,,SENA,SE-960952,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425111,4060620171409432163,,,t,DATE OF DISSEMINATION: 06/05/17,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314272
C00003418,REPUBLICAN NATIONAL COMMITTEE,2017,24,201706069056314317,24,1164935,DIRECT PERSUASION,,,,2626 DENNISON LANE,,BOWIE,MD,20715,MEDIA BUY,2017-06-06 00:00:00,2017-06-05 00:00:00,85000.00,321223.71,,,S,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,C00633362,,,,,,,S2017,SPECIAL RUNOFF,"PARKER, ANTHONY W",2017-06-06 00:00:00,,,,,,ANTHONY,W,PARKER,SE24-0.031167-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425112,4060620171409432165,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314317
C00003418,REPUBLICAN NATIONAL COMMITTEE,2017,24,201706069056314317,24,1164935,IN FIELD STRATEGIES INC.,,,,16192 COASTAL HIGHWAY,,LEWES,DE,19958,GOTV SERVICES,2017-06-02 00:00:00,2017-06-05 00:00:00,200000.00,321223.71,,,S,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,C00633362,,,,,,,S2017,SPECIAL RUNOFF,"PARKER, ANTHONY W",2017-06-06 00:00:00,,,,,,ANTHONY,W,PARKER,SE24-0.031085-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425112,4060620171409432167,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314317
C00003418,REPUBLICAN NATIONAL COMMITTEE,2017,24,201706069056314318,24,1164935,MAJORITY STRATEGIES INC,,,,12854 KENAN DR,SUITE 145,JACKSONVILLE,FL,32258,PRINTING/GRAPHIC SERVICES,2017-06-06 00:00:00,2017-06-05 00:00:00,19507.25,321223.71,,,S,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,C00633362,,,,,,,S2017,SPECIAL RUNOFF,"PARKER, ANTHONY W",2017-06-06 00:00:00,,,,,,ANTHONY,W,PARKER,SE24-0.031166-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425112,4060620171409432169,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314318
C00003418,REPUBLICAN NATIONAL COMMITTEE,2017,24,201706069056314318,24,1164935,MINE CREEK STRATEGIES,,,,7909 FALMOUTH STREET,,PRAIRE VILLAGE,KS,66208,PHONE SERVICES,2017-06-07 00:00:00,2017-06-05 00:00:00,4400.00,321223.71,,,S,,,H8GA06286,"HANDEL, KAREN",,KAREN,,HANDEL,,H,GA,06,C00633362,,,,,,,S2017,SPECIAL RUNOFF,"PARKER, ANTHONY W",2017-06-06 00:00:00,,,,,,ANTHONY,W,PARKER,SE24,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425112,4060620171409432171,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314318
C00495010,CONSERVATIVE CAMPAIGN COMMITTEE,2017,24,201706069056314361,24,1164942,"GILL, RYAN J",RYAN,J,GILL,2210  I STREET,APT. 3A,SACRAMENTO,CA,958164032,PHONE DATA,2017-06-01 00:00:00,2017-06-01 00:00:00,7.50,2173.40,004,Advertising Expenses ,O,,,H8GA06195,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,R2017,RUNOFF-2017,"LAWLER, KELLY",2017-06-06 00:00:00,,,,,,KELLY,,LAWLER,E-163708,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425113,4060620171409432173,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314361
C00495010,CONSERVATIVE CAMPAIGN COMMITTEE,2017,24,201706069056314361,24,1164942,"KIESOW-FRANCIS, LUAN",LUAN,,KIESOW-FRANCIS,921  FIRST STREET,SPACE 2,PAHRUMP,NV,890484673,VIDEO PRODUCTION,2017-06-01 00:00:00,2017-06-01 00:00:00,200.00,2173.40,004,Advertising Expenses ,S,,,H8GA06195,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,R2017,RUNOFF-2017,"LAWLER, KELLY",2017-06-06 00:00:00,,,,,,KELLY,,LAWLER,E-163713,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425113,4060620171409432175,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314361
C00495010,CONSERVATIVE CAMPAIGN COMMITTEE,2017,24,201706069056314363,24,1164942,LLOYD MARCUS ENTERTAINMENT,,,,1588 CLEARFIELD STREET,,DELTONA,FL,327256032,ADVERTISING DESIGN,2017-06-01 00:00:00,2017-06-01 00:00:00,250.00,2173.40,004,Advertising Expenses ,O,,,H8GA06195,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,R2017,RUNOFF-2017,"LAWLER, KELLY",2017-06-06 00:00:00,,,,,,KELLY,,LAWLER,E-163715,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425113,4060620171409432177,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314363
C00495010,CONSERVATIVE CAMPAIGN COMMITTEE,2017,24,201706069056314363,24,1164942,"WIERZBICKI, JOE  (JOSEPH) MR",JOE  (JOSEPH),,WIERZBICKI,1501  15TH STREET,APT. 4,SACRAMENTO,CA,958146019,6/5/17 ONLINE ADVERTISING,2017-06-05 00:00:00,2017-06-05 00:00:00,1000.00,3273.40,004,Advertising Expenses ,O,,,H8GA06195,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,R2017,RUNOFF-2017,"LAWLER, KELLY",2017-06-06 00:00:00,,,,,,KELLY,,LAWLER,E-163749,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425113,4060620171409432179,MR,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314363
C00495010,CONSERVATIVE CAMPAIGN COMMITTEE,2017,24,201706069056314364,24,1164942,"KIESOW-FRANCIS, LUAN",LUAN,,KIESOW-FRANCIS,921  FIRST STREET,SPACE 2,PAHRUMP,NV,890484673,PRODUCTION AND DESIGN,2017-06-05 00:00:00,2017-06-05 00:00:00,100.00,3273.40,004,Advertising Expenses ,S,,,H8GA06195,"OSSOFF, JON",,JON,,OSSOFF,,H,GA,06,,,,,,,,R2017,RUNOFF-2017,"LAWLER, KELLY",2017-06-06 00:00:00,,,,,,KELLY,,LAWLER,E-163752,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425113,4060620171409432181,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314364
C00646653,ENGAGE GEORGIA,2017,24,201706089056332583,24,1165107,GPS IMPACT,,,,100 EAST GRAND AVE,SUITE 380,DES MOINES,IA,50309,ONLINE VIDEO ADVERTISING,2017-06-08 00:00:00,2017-06-07 00:00:00,63381.00,63381.00,004,Advertising Expenses ,S,,,H8GA06195,"OSSOFF, T. JONATHAN",,T. JONATHAN,,OSSOFF,,H,GA,06,C00646653,,,,,,,R2017,RUNOFF,"SMALL, LESLIE",2017-06-08 00:00:00,,,,,,LESLIE,,SMALL,SE.4106,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060820171409485798,4060820171409494815,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706089056332583
C00135368,SIERRA CLUB POLITICAL COMMITTEE,2017,24,201706069056314365,24,1164943,"HAYES, ARIEL",ARIEL,,HAYES,"50 F ST, NW, 8TH FLOOR",,WASHINGTON,DC,20001,SALARIES & BENEFITS,2017-05-29 00:00:00,,18.52,18.52,001,Administrative/Salary/Overhead Expenses ,S,,,H8GA06195,"OSSOFF, T. JONATHAN",,T. JONATHAN,,OSSOFF,,H,GA,06,C00135368,,,,,,,O2017,SPECIAL-RUNOFF,"SEASE, DEBBIE",2017-06-06 00:00:00,,,,,,DEBBIE,,SEASE,SE.4352,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425114,4060620171409432183,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314365
C00135368,SIERRA CLUB POLITICAL COMMITTEE,2017,24,201706069056314365,24,1164943,"HAYES, ARIEL",ARIEL,,HAYES,"50 F ST, NW, 8TH FLOOR",,WASHINGTON,DC,20001,SALARIES & BENEFITS,2017-06-01 00:00:00,,18.52,18.52,001,Administrative/Salary/Overhead Expenses ,S,,,H8GA06195,"OSSOFF, T. JONATHAN",,T. JONATHAN,,OSSOFF,,H,GA,06,C00135368,,,,,,,O2017,SPECIAL-RUNOFF,"SEASE, DEBBIE",2017-06-06 00:00:00,,,,,,DEBBIE,,SEASE,SE.4353,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425114,4060620171409432185,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314365
C00135368,SIERRA CLUB POLITICAL COMMITTEE,2017,24,201706069056314366,24,1164943,"POLLARD, TREY",TREY,,POLLARD,"50 F ST, NW, 8TH FLOOR",,WASHINGTON,DC,20001,SALARIES & BENEFITS,2017-06-06 00:00:00,,47.41,47.41,001,Administrative/Salary/Overhead Expenses ,S,,,H8GA06195,"OSSOFF, T. JONATHAN",,T. JONATHAN,,OSSOFF,,H,GA,06,C00135368,,,,,,,O2017,SPECIAL-RUNOFF,"SEASE, DEBBIE",2017-06-06 00:00:00,,,,,,DEBBIE,,SEASE,SE.4356,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425114,4060620171409432187,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314366
C00135368,SIERRA CLUB POLITICAL COMMITTEE,2017,24,201706069056314366,24,1164943,"THE STRATEGY GROUP, INC.",,,,"730 N FRANKLIN, SUITE #404",,CHICAGO,IL,60654,DIRECT MAIL SERVICES,2017-06-06 00:00:00,2017-06-06 00:00:00,20405.25,20405.25,006,Campaign Materials,S,,,H8GA06195,"OSSOFF, T. JONATHAN",,T. JONATHAN,,OSSOFF,,H,GA,06,C00135368,,,,,,,O2017,SPECIAL-RUNOFF,"SEASE, DEBBIE",2017-06-06 00:00:00,,,,,,DEBBIE,,SEASE,SE.4347,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425114,4060620171409432189,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314366
C00495028,HOUSE MAJORITY PAC,2017,24,201706069056314141,24,1164919,SHORR JOHNSON MAGNUS,,,,100 N 20TH ST,STE 201,PHILADELPHIA,PA,191031454,MEDIA PRODUCTION COSTS - ESTIMATE,2017-06-05 00:00:00,2017-06-05 00:00:00,9313.91,446661.80,,,O,,,H8GA06286,"HANDEL, KAREN C.",,KAREN,C.,HANDEL,,H,GA,06,,,,,,,,O2017,SPECIAL RUNOFF,"LAPP, ALIXANDRIA",2017-06-06 00:00:00,,,,,,ALIXANDRIA,,LAPP,VN7GDA8EX48,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425109,4060620171409432153,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314141
C00495028,HOUSE MAJORITY PAC,2017,24,201706069056314141,24,1164919,WATERFRONT STRATEGIES,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075108,TELEVISION ADVERTISING,2017-06-05 00:00:00,2017-06-05 00:00:00,237438.25,446661.80,,,O,,,H8GA06286,"HANDEL, KAREN C.",,KAREN,C.,HANDEL,,H,GA,06,,,,,,,,O2017,SPECIAL RUNOFF,"LAPP, ALIXANDRIA",2017-06-06 00:00:00,,,,,,ALIXANDRIA,,LAPP,VN7GDA8EJ27,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060620171409425109,4060620171409432155,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314141
C00594507,MIDDLE CLASS VALUES PAC,2017,24,201706069056314824,24,1164966,PATRIOT CONTACT,,,,PO BOX 65522,,WASHINGTON,DC,20035,DIRECT MAIL,2017-06-05 00:00:00,2017-06-05 00:00:00,30818.66,61854.11,,,S,,,H8CA34266,"GOMEZ, JIMMY",,JIMMY,,GOMEZ,,H,CA,34,,,,,,,,O2017,SPECIAL RUNOFF,"HEADLEY, RACHEL",2017-06-06 00:00:00,,,,,,RACHEL,,HEADLEY,WFT20174221722-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060720171409470017,4060720171409477550,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201706069056314824
